LAT,LONG
40.41832,-70.70312
40.41853,-70.69677
40.4188,-70.69036
40.42063,-70.62441
40.42235,-70.54694
40.42256,-70.54006
40.4227,-70.53376
40.4229,-70.5274
40.42303,-70.5211
40.42317,-70.5147
40.42336,-70.50795
40.42349,-70.50165
40.42359,-70.49541
40.42376,-70.48921
40.42386,-70.48283
40.42405,-70.47597
40.42418,-70.46972
40.4243,-70.46347
40.42447,-70.45731
40.42464,-70.45039
