LAT,LONG
40.40985,-70.70137
40.41012,-70.69237
40.41035,-70.68402
40.41043,-70.68107
40.41058,-70.67552
40.41077,-70.67048
40.41092,-70.66568
40.41107,-70.66082
40.41122,-70.65602
40.41135,-70.65052
40.41158,-70.64567
40.41172,-70.64073
40.41185,-70.63587
40.41213,-70.62903
40.41238,-70.62338
40.41252,-70.6187
40.41307,-70.60197
40.41338,-70.59232
40.41362,-70.58745
40.41377,-70.58257
40.4143,-70.56798
40.41478,-70.55742
40.41512,-70.55203
40.41525,-70.54718
40.41557,-70.54152
40.41913,-70.46
