LAT,LONG
40.41166,-70.67567
40.41191,-70.66894
40.41211,-70.66231
40.41231,-70.65577
40.41253,-70.64913
40.41278,-70.64241
40.41284,-70.64061
40.41308,-70.63411
40.41332,-70.62749
40.41356,-70.6214
40.41382,-70.61422
40.41403,-70.60772
40.41428,-70.60111
40.41456,-70.59452
40.41476,-70.58779
40.41497,-70.58117
40.41516,-70.57454
40.41529,-70.56788
40.41544,-70.56122
40.41555,-70.55466
40.41567,-70.54798
40.41579,-70.54121
40.41835,-70.4247
