LAT,LONG
40.41024,-70.56513
40.41025,-70.55975
40.41032,-70.55409
40.41103,-70.53623
40.4113,-70.53048
40.41142,-70.5273
40.4116,-70.52151
40.41184,-70.516
40.41201,-70.51029
40.41219,-70.50394
40.41232,-70.49837
40.41251,-70.49293
40.41271,-70.48744
40.41291,-70.48256
40.41311,-70.47718
40.41328,-70.47177
40.41346,-70.4662
40.41363,-70.46071
40.4138,-70.45521
40.41391,-70.45043
